participant	language	starting_point	ending_point	word	vowel	stress	focus	comments	duration	pitch	intensity	gender	boundary
08_2a	ua	72.667	72.723	horIshok	i	WSW	focused	N/A	55	209	61	m	1
09_4a	de	22.945	23.006	akUstik	u	WSW	focused	N/A	61	217	44	m	0
09_4a	de	40.969	41.063	trompEte	e	WSW	focused	N/A	94	199	42	m	0
09_4a	de	50.405	50.5	panAde	a	WSW	focused	N/A	94	107	43	m	0
09_4a	de	71.167	71.255	zitrOne	o	WSW	focused	N/A	89	161	46	m	0
09_4a	de	82.132	82.289	pralIne	i	WSW	focused	fail	157	119	42	m	0
09_4a	de	122.146	122.203	trompEte	e	WSW	unfocused	N/A	57	108	37	m	0
09_4a	de	138.513	138.568	akUstik	u	WSW	unfocused	N/A	55	122	31	m	0
09_4a	de	164.672	164.731	panAde	a	WSW	unfocused	N/A	59	110	43	m	0
09_4a	de	179.958	180.013	zitrOne	o	WSW	unfocused	N/A	55	101	40	m	0
09_4a	de	201.801	201.911	pralIne	i	WSW	unfocused	N/A	110	135	46	m	0
09_4a	de	214.619	214.732	kabAle	e	WSW	unfocused	fail	113	118	43	m	0
09_4a	de	231.391	231.495	kabIne	i	WSW	unfocused	N/A	104	113	42	m	0
09_4a	de	236.701	236.982	kanOne	o	WSW	unfocused	N/A	281	99	41	m	0
09_4a	de	257.293	257.406	libElle	e	WSW	unfocused	fail	112	110	44	m	0
09_4a	de	279.409	279.533	kolUmne	u	WSW	unfocused	N/A	124	120	43	m	0
09_4a	de	303.832	303.979	kabAle	e	WSW	focused	fail	147	190	33	m	0
09_4a	de	324.929	325.049	kabIne	i	WSW	focused	N/A	120	145	42	m	0
09_4a	de	347.441	347.546	kanOne	o	WSW	focused	N/A	106	145	44	m	0
09_4a	de	362.593	362.702	libElle	e	WSW	focused	fail	109	134	43	m	0
09_4a	de	367.306	367.43	kolUmne	u	WSW	focused	N/A	125	156	46	m	0
09_4a	ua	56.834	56.927	tuzEmets'	e	WSW	focused	N/A	93	112	46	m	0
09_4a	ua	65.032	65.119	korObka	o	WSW	focused	N/A	88	137	48	m	0
09_4a	ua	69.393	69.46	gatUnok	u	WSW	focused	N/A	67	119	39	m	0
09_4a	ua	77.733	77.829	zavdAnn'a	a	WSW	focused	N/A	96	162	48	m	0
09_4a	ua	86.462	86.548	tubIlets'	i	WSW	focused	N/A	86	122	48	m	0
09_4a	ua	105.343	105.405	korObka	o	WSW	unfocused	N/A	62	98	38	m	0
09_4a	ua	129.224	129.296	gatUnok	u	WSW	unfocused	N/A	72	97	36	m	0
09_4a	ua	144.893	144.978	tuzEmets'	e	WSW	unfocused	N/A	84	105	42	m	0
09_4a	ua	159.694	159.755	tubIlets'	i	WSW	unfocused	N/A	61	109	40	m	0
09_4a	ua	179.244	179.356	berEza	e	WSW	unfocused	N/A	112	108	42	m	0
09_4a	ua	197.388	197.452	porIchka	i	WSW	unfocused	N/A	64	112	35	m	0
09_4a	ua	215.065	215.125	kapUsta	u	WSW	unfocused	N/A	60	--undefined--	34	m	0
09_4a	ua	227.83	227.923	korOna	o	WSW	unfocused	N/A	93	104	40	m	0
09_4a	ua	240.656	240.748	porAda	a	WSW	unfocused	N/A	92	257	38	m	0
09_4a	ua	249.539	249.583	kapUsta	u	WSW	focused	N/A	44	123	32	m	0
09_4a	ua	256.22	256.304	porIchka	i	WSW	focused	N/A	84	114	42	m	0
09_4a	ua	268.169	268.266	porAda	a	WSW	focused	N/A	97	122	44	m	0
09_4a	ua	275.363	275.48	berEza	e	WSW	focused	N/A	117	110	41	m	0
09_4a	ua	294.406	294.512	korOna	o	WSW	focused	N/A	107	135	48	m	0
10_1b	de	21.808	22.026	kabAle	a	WSW	focused	N/A	218	239	57	f	1
10_1b	de	45.369	45.576	kabIne	i	WSW	focused	N/A	207	254	51	f	0
10_1b	de	72.244	72.501	kanOne	o	WSW	focused	N/A	257	263	52	f	1
10_1b	de	88.696	88.848	libElle	e	WSW	focused	N/A	153	265	59	f	1
10_1b	de	94.828	94.984	kolUmne	u	WSW	focused	N/A	156	305	53	f	1
10_1b	de	10.414	10.6	kabAle	a	WSW	unfocused	N/A	186	251	58	f	1
10_1b	de	29.547	29.677	kabIne	i	WSW	unfocused	N/A	129	274	51	f	0
10_1b	de	36.512	36.772	kanOne	o	WSW	unfocused	N/A	260	255	54	f	0
10_1b	de	59.881	60.038	libElle	e	WSW	unfocused	N/A	156	279	54	f	1
10_1b	de	85.827	85.935	kolUmne	u	WSW	unfocused	N/A	107	293	53	f	0
10_1b	de	8.472	8.552	instrUktor	u	WSW	focused	N/A	80	388	50	f	1
10_1b	de	26.628	26.831	vermIEter	i	WSW	focused	N/A	203	313	55	f	1
10_1b	de	42.585	42.906	furOre	o	WSW	focused	N/A	320	253	54	f	1
10_1b	de	65.327	65.531	pauschAle	a	WSW	focused	N/A	204	241	58	f	1
10_1b	de	86.188	86.317	kalEnder	e	WSW	focused	N/A	130	302	56	f	1
10_1b	de	19.863	19.983	vermIEter	i	WSW	unfocused	N/A	120	293	50	f	0
10_1b	de	25.413	25.53	kalEnder	e	WSW	unfocused	N/A	116	283	53	f	0
10_1b	de	41.391	41.563	pauschAle	a	WSW	unfocused	N/A	172	199	54	f	0
10_1b	de	47.124	47.473	furOre	o	WSW	unfocused	fail	349	255	49	f	0
10_1b	de	75.287	75.39	instrUktor	u	WSW	unfocused	N/A	103	319	48	f	1
10_1b	ua	16.34	16.469	kapUsta	u	WSW	focused	N/A	130	272	46	f	1
10_1b	ua	27.261	27.445	porIchka	i	WSW	focused	N/A	184	275	49	f	1
10_1b	ua	43.22	43.455	porAda	a	WSW	focused	N/A	235	232	53	f	1
10_1b	ua	52.905	53.12	berEza	e	WSW	focused	N/A	215	239	55	f	1
10_1b	ua	75.158	75.35	korOna	o	WSW	focused	N/A	191	233	54	f	1
10_1b	ua	10.11	10.296	berEza	e	WSW	unfocused	N/A	187	209	52	f	1
10_1b	ua	32.49	32.612	porIchka	i	WSW	unfocused	N/A	123	197	44	f	0
10_1b	ua	53.474	53.587	kapUsta	u	WSW	unfocused	N/A	113	208	40	f	1
10_1b	ua	69.543	69.722	korOna	o	WSW	unfocused	N/A	179	208	52	f	0
10_1b	ua	85.957	86.164	porAda	a	WSW	unfocused	N/A	206	198	49	f	0
10_1b	ua	22.602	22.771	darUnok	u	WSW	focused	N/A	169	253	52	f	1
10_1b	ua	35.012	35.165	cherEshn'a	e	WSW	focused	N/A	153	229	51	f	1
10_1b	ua	39.566	39.698	avtObus	o	WSW	focused	N/A	132	234	50	f	1
10_1b	ua	51.689	51.839	sel'Anka	a	WSW	focused	N/A	150	233	53	f	0
10_1b	ua	59.512	59.666	zalIzo	i	WSW	focused	N/A	154	223	49	f	0
10_1b	ua	8.885	9.022	sel'Anka	a	WSW	unfocused	N/A	137	200	49	f	0
10_1b	ua	18.387	18.514	zalIzo	i	WSW	unfocused	N/A	127	194	46	f	0
10_1b	ua	33.268	33.379	avtObus	o	WSW	unfocused	N/A	111	208	44	f	1
10_1b	ua	43.665	43.784	darUnok	u	WSW	unfocused	N/A	119	197	49	f	0
10_1b	ua	76.747	76.895	cherEshn'a	e	WSW	unfocused	N/A	149	195	44	f	0
11_4b	de	19.32	19.373	akUstik	u	WSW	focused	N/A	53	299	42	f	0
11_4b	de	37.034	37.09	trompEte	e	WSW	focused	N/A	56	258	52	f	0
11_4b	de	46.448	46.649	panAde	a	WSW	focused	N/A	201	220	52	f	0
11_4b	de	67.109	67.298	zitrOne	o	WSW	focused	N/A	189	240	53	f	0
11_4b	de	78.166	78.36	pralIne	i	WSW	focused	N/A	194	258	50	f	0
11_4b	de	109.173	109.25	trompEte	e	WSW	unfocused	N/A	77	218	41	f	0
11_4b	de	126.233	126.294	akUstik	u	WSW	unfocused	N/A	61	255	45	f	0
11_4b	de	145.63	145.697	stImulus	i	WSW	unfocused	N/A	67	221	50	f	0
11_4b	de	156.276	156.478	panAde	a	WSW	unfocused	N/A	202	178	51	f	0
11_4b	de	173.231	173.366	zitrOne	o	WSW	unfocused	N/A	135	215	52	f	0
11_4b	de	190.154	190.254	pralIne	i	WSW	unfocused	N/A	100	194	47	f	0
11_4b	de	209.662	209.871	kabAle	a	WSW	focused	N/A	209	240	57	f	1
11_4b	de	231.564	231.724	kabIne	i	WSW	focused	N/A	160	249	52	f	1
11_4b	de	258.392	258.538	kanOne	o	WSW	focused	N/A	146	259	53	f	0
11_4b	de	274.509	274.639	libElle	e	WSW	focused	N/A	130	275	53	f	1
11_4b	de	280.336	280.542	kolUmne	u	WSW	focused	N/A	206	290	50	f	0
11_4b	de	293.9	294.043	kabAle	a	WSW	unfocused	N/A	143	189	54	f	0
11_4b	de	309.552	309.643	kabIne	i	WSW	unfocused	N/A	91	225	50	f	0
11_4b	de	314.746	314.848	kanOne	o	WSW	unfocused	N/A	102	224	51	f	0
11_4b	de	335.269	335.39	libElle	e	WSW	unfocused	N/A	121	207	55	f	0
11_4b	ua	53.582	53.759	tuzEmets'	e	WSW	focused	N/A	177	175	48	f	0
11_4b	ua	62.73	62.866	korObka	o	WSW	focused	N/A	136	191	51	f	0
11_4b	ua	68.012	68.188	gatUnok	u	WSW	focused	N/A	176	196	46	f	0
11_4b	ua	78.151	78.307	zavdAnn'a	a	WSW	focused	N/A	155	172	50	f	0
11_4b	ua	87.717	87.923	tubIlets'	i	WSW	focused	fail	206	213	52	f	0
11_4b	ua	108.876	108.985	korObka	o	WSW	unfocused	N/A	109	164	48	f	0
11_4b	ua	119.647	119.783	zavdAnn'a	a	WSW	unfocused	N/A	137	157	46	f	0
11_4b	ua	138.896	139.024	gatUnok	u	WSW	unfocused	N/A	126	161	39	f	0
11_4b	ua	156.863	157.01	tuzEmets'	e	WSW	unfocused	N/A	147	158	49	f	0
11_4b	ua	173.723	173.854	tubIlets'	i	WSW	unfocused	N/A	131	179	46	f	1
11_4b	ua	198.419	198.557	kapUsta	u	WSW	focused	N/A	138	181	44	f	0
11_4b	ua	208.647	208.808	porIchka	i	WSW	focused	N/A	162	230	51	f	0
11_4b	ua	224.312	224.526	porAda	a	WSW	focused	N/A	214	190	54	f	0
11_4b	ua	234.623	234.823	berEza	e	WSW	focused	N/A	200	188	54	f	0
11_4b	ua	260.593	260.773	korOna	o	WSW	focused	N/A	180	196	52	f	0
11_4b	ua	282.53	282.696	berEza	e	WSW	unfocused	N/A	166	149	47	f	0
11_4b	ua	303.433	303.538	porIchka	i	WSW	unfocused	N/A	104	166	39	f	0
11_4b	ua	324.579	324.655	kapUsta	u	WSW	unfocused	N/A	76	153	36	f	0
12_1a	de	5.135	5.349	kabAle	a	WSW	unfocused	N/A	214	157	48	f	0
12_1a	de	22.151	22.316	kabIne	i	WSW	unfocused	N/A	166	196	49	f	0
12_1a	de	28.478	28.647	kanOne	o	WSW	unfocused	N/A	169	232	52	f	0
12_1a	de	51.305	51.428	libElle	e	WSW	unfocused	N/A	123	200	46	f	0
12_1a	de	75.055	75.191	kolUmne	u	WSW	unfocused	N/A	135	218	51	f	0
12_1a	de	108.05	108.222	kabAle	a	WSW	focused	N/A	173	230	52	f	0
12_1a	de	127.933	128.158	kabIne	i	WSW	focused	N/A	224	306	51	f	0
12_1a	de	151.33	151.596	kanOne	o	WSW	focused	N/A	266	291	51	f	0
12_1a	de	172.294	172.372	kolUmne	u	WSW	focused	N/A	77	370	53	f	0
12_1a	de	189.463	189.566	instrUktor	u	WSW	focused	N/A	103	396	41	f	0
12_1a	de	204.548	204.758	vermIEter	i	WSW	focused	N/A	210	338	48	f	0
12_1a	de	219.277	219.586	furOre	o	WSW	focused	N/A	309	280	52	f	0
12_1a	de	239.954	240.252	pauschAle	a	WSW	focused	N/A	298	271	50	f	0
12_1a	de	259.092	259.203	kalEnder	e	WSW	focused	N/A	111	284	52	f	0
12_1a	de	286.53	286.671	vermIEter	i	WSW	unfocused	N/A	141	246	51	f	0
12_1a	de	292.108	292.225	kalEnder	e	WSW	unfocused	N/A	117	219	53	f	0
12_1a	de	309.312	309.52	pauschAle	a	WSW	unfocused	N/A	208	192	52	f	0
12_1a	de	315.813	315.981	furOre	o	WSW	unfocused	N/A	168	236	49	f	0
12_1a	de	343.16	343.221	instrUktor	u	WSW	unfocused	N/A	61	220	39	f	0
12_1a	ua	4.655	4.799	berEza	e	WSW	unfocused	N/A	144	166	47	f	0
12_1a	ua	27.39	27.496	porIchka	i	WSW	unfocused	N/A	107	140	40	f	0
12_1a	ua	48.193	48.268	kapUsta	u	WSW	unfocused	N/A	75	82	33	f	0
12_1a	ua	63.321	63.441	korOna	o	WSW	unfocused	N/A	120	137	44	f	0
12_1a	ua	78.448	78.635	porAda	a	WSW	unfocused	N/A	187	138	46	f	0
12_1a	ua	92.229	92.303	kapUsta	u	WSW	focused	N/A	74	267	43	f	0
12_1a	ua	101.393	101.499	porIchka	i	WSW	focused	N/A	106	228	44	f	0
12_1a	ua	114.114	114.372	porAda	a	WSW	focused	N/A	258	170	47	f	0
12_1a	ua	122.97	123.133	berEza	e	WSW	focused	N/A	162	169	50	f	0
12_1a	ua	145.273	145.4	korOna	o	WSW	focused	N/A	127	225	51	f	0
12_1a	ua	183.817	183.976	darUnok	u	WSW	focused	N/A	160	213	50	f	0
12_1a	ua	197.178	197.321	cherEshn'a	e	WSW	focused	N/A	143	203	52	f	0
12_1a	ua	201.638	201.756	avtObus	o	WSW	focused	N/A	118	230	47	f	0
12_1a	ua	214.372	214.477	sel'Anka	a	WSW	focused	N/A	105	177	49	f	0
12_1a	ua	222.944	223.106	zalIzo	i	WSW	focused	N/A	162	210	48	f	0
12_1a	ua	248.607	248.749	sel'Anka	a	WSW	unfocused	N/A	143	146	46	f	0
12_1a	ua	259.076	259.211	zalIzo	i	WSW	unfocused	N/A	135	76	38	f	0
12_1a	ua	275.321	275.453	avtObus	o	WSW	unfocused	N/A	132	112	38	f	0
12_1a	ua	336.297	336.421	cherEshn'a	e	WSW	unfocused	N/A	124	144	45	f	0
13_2a	de	23.327	23.449	parAbel	a	WSW	unfocused	N/A	122	220	47	f	0
13_2a	de	39.54	39.704	melOne	o	WSW	unfocused	N/A	165	169	52	f	0
13_2a	de	45.661	45.823	latErne	e	WSW	unfocused	N/A	162	241	50	f	0
13_2a	de	74.055	74.143	alUmnus	u	WSW	unfocused	N/A	87	221	51	f	0
13_2a	de	84.516	84.655	kanInchen	i	WSW	unfocused	N/A	139	255	53	f	0
13_2a	de	101.654	101.787	latErne	e	WSW	focused	N/A	133	228	53	f	0
13_2a	de	116.259	116.414	melOne	o	WSW	focused	N/A	156	391	50	f	0
13_2a	de	121.499	121.69	parAbel	a	WSW	focused	N/A	191	326	49	f	0
13_2a	de	140.717	140.822	alUmnus	u	WSW	focused	N/A	105	333	48	f	0
13_2a	de	168.657	168.787	kanInchen	i	WSW	focused	N/A	130	292	51	f	0
13_2a	de	183.463	183.579	akUstik	u	WSW	focused	N/A	115	279	42	f	0
13_2a	de	197.639	197.753	trompEte	e	WSW	focused	N/A	114	348	45	f	0
13_2a	de	207.284	207.462	panAde	a	WSW	focused	N/A	178	288	50	f	1
13_2a	de	225.696	225.834	zitrOne	o	WSW	focused	N/A	138	268	51	f	0
13_2a	de	234.777	234.982	pralIne	i	WSW	focused	N/A	205	276	46	f	0
13_2a	de	262.763	262.85	trompEte	e	WSW	unfocused	N/A	87	191	38	f	0
13_2a	de	307.386	307.574	panAde	a	WSW	unfocused	N/A	188	213	48	f	0
13_2a	de	323.732	323.876	zitrOne	o	WSW	unfocused	N/A	143	219	49	f	0
13_2a	de	339.633	339.758	pralIne	i	WSW	unfocused	N/A	126	206	45	f	0
13_2a	ua	14.488	14.679	spolUka	u	WSW	unfocused	N/A	191	175	32	f	0
13_2a	ua	31.669	31.765	zaprAvka	a	WSW	unfocused	N/A	96	155	41	f	0
13_2a	ua	79.999	80.109	horIshok	i	WSW	unfocused	N/A	109	178	38	f	0
13_2a	ua	86.287	86.407	syrEna	e	WSW	unfocused	N/A	120	175	39	f	0
13_2a	ua	114.206	114.36	syrEna	e	WSW	focused	N/A	154	207	45	f	0
13_2a	ua	132.824	133.005	bolOto	o	WSW	focused	N/A	181	223	49	f	0
13_2a	ua	154.505	154.656	zaprAvka	a	WSW	focused	N/A	151	239	49	f	0
13_2a	ua	161.382	161.547	spolUka	u	WSW	focused	N/A	164	299	42	f	0
13_2a	ua	174.894	175.094	horIshok	i	WSW	focused	N/A	200	254	45	f	0
13_2a	ua	245.101	245.296	tuzEmets'	e	WSW	focused	N/A	196	229	52	f	0
13_2a	ua	255.663	255.84	korObka	o	WSW	focused	N/A	178	255	48	f	0
13_2a	ua	261.658	261.859	gatUnok	u	WSW	focused	N/A	201	257	44	f	0
13_2a	ua	272.813	272.907	zavdAnn'a	a	WSW	focused	N/A	95	221	50	f	0
13_2a	ua	283.998	284.167	tubIlets'	i	WSW	focused	N/A	169	264	48	f	1
13_2a	ua	308.102	308.186	korObka	o	WSW	unfocused	N/A	84	85	43	f	0
13_2a	ua	321.021	321.156	zavdAnn’a	a	WSW	unfocused	N/A	134	173	44	f	0
13_2a	ua	359.377	359.49	tuzEmets'	e	WSW	unfocused	N/A	114	180	45	f	0
13_2a	ua	379.799	379.951	tubIlets'	i	WSW	unfocused	N/A	152	201	44	f	0
14_3a	de	11.964	12.008	instrUktor	u	WSW	focused	N/A	44	231	44	f	1
14_3a	de	17.426	17.537	kOlibri	i	WSW	focused	fail	111	232	48	f	0
14_3a	de	26.828	26.924	vermIEter	i	WSW	focused	N/A	95	219	52	f	0
14_3a	de	42.953	43.128	furOre	o	WSW	focused	N/A	175	207	54	f	0
14_3a	de	52.748	52.923	Anorak	o	WSW	focused	fail	175	201	50	f	0
14_3a	de	64.178	64.328	pauschAle	a	WSW	focused	N/A	150	194	48	f	1
14_3a	de	85.995	86.081	kalEnder	e	WSW	focused	N/A	86	188	53	f	0
14_3a	de	115.082	115.175	vermIEter	i	WSW	unfocused	N/A	92	196	41	f	0
14_3a	de	121.787	121.862	kalEnder	e	WSW	unfocused	N/A	75	194	50	f	0
14_3a	de	142.602	142.716	pauschAle	a	WSW	unfocused	N/A	114	189	49	f	0
14_3a	de	149.3	149.415	furOre	o	WSW	unfocused	N/A	115	193	48	f	0
14_3a	de	186.491	186.559	instrUktor	u	WSW	unfocused	N/A	68	226	34	f	0
14_3a	de	237.628	237.792	parAbel	a	WSW	unfocused	N/A	163	183	51	f	0
14_3a	de	257.941	258.059	melOne	o	WSW	unfocused	N/A	118	138	48	f	0
14_3a	de	264.673	264.772	latErne	e	WSW	unfocused	N/A	99	198	48	f	0
14_3a	de	297.654	297.708	alUmnus	u	WSW	unfocused	N/A	54	207	50	f	0
14_3a	de	311.043	311.109	kanInchen	i	WSW	unfocused	N/A	66	200	49	f	0
14_3a	de	329.946	330.012	latErne	e	WSW	focused	N/A	66	194	48	f	0
14_3a	de	345.9	346.051	melOne	o	WSW	focused	N/A	151	190	51	f	0
14_3a	de	351.305	351.48	parAbel	a	WSW	focused	N/A	175	195	51	f	0
14_3a	de	370.074	370.14	alUmnus	u	WSW	focused	N/A	66	210	50	f	0
14_3a	de	401.287	401.367	kanInchen	i	WSW	focused	N/A	79	221	51	f	0
14_3a	ua	26.92	27.047	darUnok	u	WSW	focused	N/A	127	212	51	f	0
14_3a	ua	42.419	42.521	cherEshn'a	e	WSW	focused	N/A	102	193	51	f	1
14_3a	ua	47.896	47.992	avtObus	o	WSW	focused	N/A	96	189	47	f	1
14_3a	ua	62.8	62.909	sel'Anka	a	WSW	focused	N/A	109	198	50	f	0
14_3a	ua	73.1	73.224	zalIzo	i	WSW	focused	N/A	124	203	49	f	1
14_3a	ua	100.03	100.125	sel'Anka	a	WSW	unfocused	N/A	95	115	47	f	0
14_3a	ua	111.569	111.678	zalIzo	i	WSW	unfocused	N/A	109	189	42	f	0
14_3a	ua	128.59	128.664	avtObus	o	WSW	unfocused	N/A	74	98	42	f	1
14_3a	ua	139.908	139.996	darUnok	u	WSW	unfocused	N/A	87	198	45	f	0
14_3a	ua	176.145	176.25	cherEshn'a	e	WSW	unfocused	N/A	105	87	43	f	0
14_3a	ua	197.831	197.907	spolUka	u	WSW	unfocused	N/A	76	173	44	f	0
14_3a	ua	215.152	215.241	zaprAvka	a	WSW	unfocused	N/A	89	177	42	f	0
14_3a	ua	231.178	231.299	bolOto	o	WSW	unfocused	N/A	121	185	43	f	0
14_3a	ua	257.368	257.44	horIshok	i	WSW	unfocused	N/A	72	192	37	f	0
14_3a	ua	262.617	262.731	syrEna	e	WSW	unfocused	N/A	114	185	45	f	0
14_3a	ua	294.922	295.061	syrEna	e	WSW	focused	N/A	138	196	50	f	0
14_3a	ua	311.583	311.659	bolOto	o	WSW	focused	N/A	75	185	42	f	0
14_3a	ua	331.227	331.326	zaprAvka	a	WSW	focused	N/A	99	184	46	f	0
14_3a	ua	337.528	337.615	spolUka	u	WSW	focused	N/A	87	199	44	f	0
14_3a	ua	350.615	350.729	horIshok	i	WSW	focused	N/A	114	199	48	f	0
12_1a	ua	286.585	286.751	darUnok	u	WSW	unfocused	N/A	167	145	45	f	0